dir_x: 0.007113, dir_y: -0.999975
dir_x: -0.785808, dir_y: 0.618471
dir_x: -0.789195, dir_y: 0.614143
dir_x: -0.792626, dir_y: 0.609708
dir_x: -0.795905, dir_y: 0.605422
dir_x: -0.799347, dir_y: 0.600870
dir_x: -0.802775, dir_y: 0.596283
dir_x: -0.806329, dir_y: 0.591468
dir_x: -0.810023, dir_y: 0.586398
dir_x: -0.813274, dir_y: 0.581881
dir_x: -0.816555, dir_y: 0.577268
dir_x: -0.819698, dir_y: 0.572796
dir_x: -0.822800, dir_y: 0.568331
dir_x: -0.825879, dir_y: 0.563848
dir_x: -0.829000, dir_y: 0.559248
dir_x: -0.832165, dir_y: 0.554529
dir_x: -0.835303, dir_y: 0.549789
dir_x: -0.838386, dir_y: 0.545077
dir_x: -0.841322, dir_y: 0.540534
dir_x: -0.844237, dir_y: 0.535970
dir_x: -0.847157, dir_y: 0.531342
dir_x: -0.850145, dir_y: 0.526549
dir_x: -0.852905, dir_y: 0.522065
dir_x: -0.855900, dir_y: 0.517141
dir_x: -0.858766, dir_y: 0.512368
dir_x: -0.861895, dir_y: 0.507087
dir_x: -0.864743, dir_y: 0.502215
dir_x: -0.867664, dir_y: 0.497151
dir_x: -0.870525, dir_y: 0.492123
dir_x: -0.873310, dir_y: 0.487164
dir_x: -0.875994, dir_y: 0.482323
dir_x: -0.878418, dir_y: 0.477894
dir_x: -0.881375, dir_y: 0.472416
dir_x: -0.883865, dir_y: 0.467743
dir_x: -0.886393, dir_y: 0.462934
dir_x: -0.888878, dir_y: 0.458144
dir_x: -0.891331, dir_y: 0.453353
dir_x: -0.893761, dir_y: 0.448544
dir_x: -0.896166, dir_y: 0.443719
dir_x: -0.898570, dir_y: 0.438830
dir_x: -0.900891, dir_y: 0.434045
dir_x: -0.903454, dir_y: 0.428686
dir_x: -0.905799, dir_y: 0.423709
dir_x: -0.908033, dir_y: 0.418898
dir_x: -0.910312, dir_y: 0.413923
dir_x: -0.912693, dir_y: 0.408646
dir_x: -0.914913, dir_y: 0.403651
dir_x: -0.917387, dir_y: 0.397997
dir_x: -0.919548, dir_y: 0.392977
dir_x: -0.921615, dir_y: 0.388105
dir_x: -0.923776, dir_y: 0.382934
dir_x: -0.925983, dir_y: 0.377565
dir_x: -0.928074, dir_y: 0.372395
dir_x: -0.930297, dir_y: 0.366806
dir_x: -0.932557, dir_y: 0.361022
dir_x: -0.934506, dir_y: 0.355947
dir_x: -0.936472, dir_y: 0.350741
dir_x: -0.938338, dir_y: 0.345719
dir_x: -0.940101, dir_y: 0.340897
dir_x: -0.941939, dir_y: 0.335785
dir_x: -0.943707, dir_y: 0.330782
dir_x: -0.945543, dir_y: 0.325496
dir_x: -0.947317, dir_y: 0.320298
dir_x: -0.948972, dir_y: 0.315359
dir_x: -0.950630, dir_y: 0.310327
dir_x: -0.952302, dir_y: 0.305158
dir_x: -0.953925, dir_y: 0.300046
dir_x: -0.955461, dir_y: 0.295116
dir_x: -0.957075, dir_y: 0.289841
dir_x: -0.958659, dir_y: 0.284556
dir_x: -0.960355, dir_y: 0.278779
dir_x: -0.961880, dir_y: 0.273471
dir_x: -0.963316, dir_y: 0.268371
dir_x: -0.964718, dir_y: 0.263286
dir_x: -0.966042, dir_y: 0.258387
dir_x: -0.967440, dir_y: 0.253099
dir_x: -0.968796, dir_y: 0.247860
dir_x: -0.970197, dir_y: 0.242319
dir_x: -0.971617, dir_y: 0.236558
dir_x: -0.972849, dir_y: 0.231439
dir_x: -0.974054, dir_y: 0.226317
dir_x: -0.975278, dir_y: 0.220983
dir_x: -0.976513, dir_y: 0.215459
dir_x: -0.977637, dir_y: 0.210300
dir_x: -0.979325, dir_y: 0.202295
dir_x: -0.980373, dir_y: 0.197151
dir_x: -0.981573, dir_y: 0.191088
dir_x: -0.982682, dir_y: 0.185302
dir_x: -0.983721, dir_y: 0.179700
dir_x: -0.984766, dir_y: 0.173886
dir_x: -0.985720, dir_y: 0.168394
dir_x: -0.986616, dir_y: 0.163063
dir_x: -0.987445, dir_y: 0.157961
dir_x: -0.988294, dir_y: 0.152564
dir_x: -0.989091, dir_y: 0.147306
dir_x: -0.989901, dir_y: 0.141760
dir_x: -0.990647, dir_y: 0.136449
dir_x: -0.991351, dir_y: 0.131234
dir_x: -0.992046, dir_y: 0.125873
dir_x: -0.992735, dir_y: 0.120320
dir_x: -0.993396, dir_y: 0.114740
dir_x: -0.993983, dir_y: 0.109535
dir_x: -0.994558, dir_y: 0.104181
dir_x: -0.995099, dir_y: 0.098881
dir_x: -0.995657, dir_y: 0.093094
dir_x: -0.996191, dir_y: 0.087201
dir_x: -0.996695, dir_y: 0.081235
dir_x: -0.997175, dir_y: 0.075119
dir_x: -0.997602, dir_y: 0.069215
dir_x: -0.997960, dir_y: 0.063839
dir_x: -0.998283, dir_y: 0.058572
dir_x: -0.998576, dir_y: 0.053348
dir_x: -0.998852, dir_y: 0.047904
dir_x: -0.999110, dir_y: 0.042171
dir_x: -0.999490, dir_y: 0.031927
dir_x: -0.999755, dir_y: 0.022142
dir_x: -0.999874, dir_y: 0.015867
dir_x: -0.999944, dir_y: 0.010602
dir_x: -0.999986, dir_y: 0.005269
dir_x: -1.000000, dir_y: 0.000228
dir_x: -0.999986, dir_y: -0.005328
dir_x: -0.999942, dir_y: -0.010790
dir_x: -0.999859, dir_y: -0.016807
dir_x: -0.999756, dir_y: -0.022071
dir_x: -0.999631, dir_y: -0.027176
dir_x: -0.999463, dir_y: -0.032765
dir_x: -0.999259, dir_y: -0.038501
dir_x: -0.999025, dir_y: -0.044142
dir_x: -0.998750, dir_y: -0.049980
dir_x: -0.998493, dir_y: -0.054881
dir_x: -0.998211, dir_y: -0.059787
dir_x: -0.997887, dir_y: -0.064966
dir_x: -0.997557, dir_y: -0.069855
dir_x: -0.997206, dir_y: -0.074699
dir_x: -0.996828, dir_y: -0.079583
dir_x: -0.996406, dir_y: -0.084708
dir_x: -0.995965, dir_y: -0.089744
dir_x: -0.995500, dir_y: -0.094765
dir_x: -0.995028, dir_y: -0.099599
dir_x: -0.994523, dir_y: -0.104517
dir_x: -0.993984, dir_y: -0.109528
dir_x: -0.993409, dir_y: -0.114623
dir_x: -0.992842, dir_y: -0.119438
dir_x: -0.992253, dir_y: -0.124238
dir_x: -0.991628, dir_y: -0.129124
dir_x: -0.990937, dir_y: -0.134325
dir_x: -0.990274, dir_y: -0.139131
dir_x: -0.989559, dir_y: -0.144126
dir_x: -0.988849, dir_y: -0.148919
dir_x: -0.988110, dir_y: -0.153749
dir_x: -0.987351, dir_y: -0.158552
dir_x: -0.986548, dir_y: -0.163473
dir_x: -0.985700, dir_y: -0.168512
dir_x: -0.984805, dir_y: -0.173664
dir_x: -0.983946, dir_y: -0.178468
dir_x: -0.983028, dir_y: -0.183454
dir_x: -0.982128, dir_y: -0.188215
dir_x: -0.981163, dir_y: -0.193181
dir_x: -0.980189, dir_y: -0.198067
dir_x: -0.979175, dir_y: -0.203017
dir_x: -0.978107, dir_y: -0.208101
dir_x: -0.977002, dir_y: -0.213228
dir_x: -0.975949, dir_y: -0.217997
dir_x: -0.974828, dir_y: -0.222956
dir_x: -0.973696, dir_y: -0.227852
dir_x: -0.972522, dir_y: -0.232810
dir_x: -0.971381, dir_y: -0.237527
dir_x: -0.969768, dir_y: -0.244029
dir_x: -0.968353, dir_y: -0.249585
dir_x: -0.967114, dir_y: -0.254343
dir_x: -0.965830, dir_y: -0.259177
dir_x: -0.964508, dir_y: -0.264055
dir_x: -0.963122, dir_y: -0.269064
dir_x: -0.961665, dir_y: -0.274226
dir_x: -0.960153, dir_y: -0.279475
dir_x: -0.958768, dir_y: -0.284190
dir_x: -0.956467, dir_y: -0.291841
dir_x: -0.954958, dir_y: -0.296741
dir_x: -0.953479, dir_y: -0.301458
dir_x: -0.951961, dir_y: -0.306220
dir_x: -0.950368, dir_y: -0.311128
dir_x: -0.948714, dir_y: -0.316135
dir_x: -0.947028, dir_y: -0.321152
dir_x: -0.945357, dir_y: -0.326037
dir_x: -0.943742, dir_y: -0.330681
dir_x: -0.942093, dir_y: -0.335352
dir_x: -0.940386, dir_y: -0.340109
dir_x: -0.938687, dir_y: -0.344772
dir_x: -0.936966, dir_y: -0.349420
dir_x: -0.935186, dir_y: -0.354157
dir_x: -0.933332, dir_y: -0.359014
dir_x: -0.931391, dir_y: -0.364021
dir_x: -0.929415, dir_y: -0.369037
dir_x: -0.927511, dir_y: -0.373797
dir_x: -0.925625, dir_y: -0.378442
dir_x: -0.922582, dir_y: -0.385800
dir_x: -0.920567, dir_y: -0.390586
dir_x: -0.918610, dir_y: -0.395165
dir_x: -0.916615, dir_y: -0.399770
dir_x: -0.914564, dir_y: -0.404440
dir_x: -0.912419, dir_y: -0.409258
dir_x: -0.910176, dir_y: -0.414222
dir_x: -0.907856, dir_y: -0.419281
dir_x: -0.905751, dir_y: -0.423811
dir_x: -0.902335, dir_y: -0.431036
dir_x: -0.900109, dir_y: -0.435664
dir_x: -0.897915, dir_y: -0.440169
dir_x: -0.895620, dir_y: -0.444820
dir_x: -0.893260, dir_y: -0.449540
dir_x: -0.890814, dir_y: -0.454368
dir_x: -0.888536, dir_y: -0.458806
dir_x: -0.886149, dir_y: -0.463401
dir_x: -0.883823, dir_y: -0.467821
dir_x: -0.881479, dir_y: -0.472222
dir_x: -0.879088, dir_y: -0.476659
dir_x: -0.876582, dir_y: -0.481252
dir_x: -0.874183, dir_y: -0.485596
dir_x: -0.871745, dir_y: -0.489959
dir_x: -0.869221, dir_y: -0.494424
dir_x: -0.866607, dir_y: -0.498992
dir_x: -0.863944, dir_y: -0.503589
dir_x: -0.861363, dir_y: -0.507991
dir_x: -0.858807, dir_y: -0.512300
dir_x: -0.854707, dir_y: -0.519111
dir_x: -0.851997, dir_y: -0.523547
dir_x: -0.849344, dir_y: -0.527840
dir_x: -0.846701, dir_y: -0.532068
dir_x: -0.844011, dir_y: -0.536326
dir_x: -0.841256, dir_y: -0.540637
dir_x: -0.838550, dir_y: -0.544824
dir_x: -0.835787, dir_y: -0.549054
dir_x: -0.832870, dir_y: -0.553469
dir_x: -0.830050, dir_y: -0.557689
dir_x: -0.827169, dir_y: -0.561953
dir_x: -0.824325, dir_y: -0.566117
dir_x: -0.821424, dir_y: -0.570319
dir_x: -0.818568, dir_y: -0.574409
dir_x: -0.815677, dir_y: -0.578508
dir_x: -0.812681, dir_y: -0.582709
dir_x: -0.809594, dir_y: -0.586990
dir_x: -0.806406, dir_y: -0.591362
dir_x: -0.803431, dir_y: -0.595398
dir_x: -0.798629, dir_y: -0.601824
dir_x: -0.795468, dir_y: -0.605996
dir_x: -0.792383, dir_y: -0.610024
dir_x: -0.789151, dir_y: -0.614199
dir_x: -0.785836, dir_y: -0.618435
dir_x: -0.782416, dir_y: -0.622756
dir_x: -0.778921, dir_y: -0.627122
dir_x: -0.775366, dir_y: -0.631512
dir_x: -0.772070, dir_y: -0.635537
dir_x: -0.767296, dir_y: -0.641293
dir_x: -0.763831, dir_y: -0.645416
dir_x: -0.760398, dir_y: -0.649458
dir_x: -0.756866, dir_y: -0.653570
dir_x: -0.753471, dir_y: -0.657481
dir_x: -0.750037, dir_y: -0.661396
dir_x: -0.746514, dir_y: -0.665369
dir_x: -0.742760, dir_y: -0.669558
dir_x: -0.739230, dir_y: -0.673453
dir_x: -0.734183, dir_y: -0.678951
dir_x: -0.730531, dir_y: -0.682880
dir_x: -0.726942, dir_y: -0.686699
dir_x: -0.723364, dir_y: -0.690467
dir_x: -0.719735, dir_y: -0.694249
dir_x: -0.715940, dir_y: -0.698162
dir_x: -0.712126, dir_y: -0.702052
dir_x: -0.708306, dir_y: -0.705906
dir_x: -0.704585, dir_y: -0.709619
dir_x: -0.698984, dir_y: -0.715137
dir_x: -0.695112, dir_y: -0.718901
dir_x: -0.691322, dir_y: -0.722547
dir_x: -0.687421, dir_y: -0.726259
dir_x: -0.683390, dir_y: -0.730053
dir_x: -0.679293, dir_y: -0.733867
dir_x: -0.675429, dir_y: -0.737425
dir_x: -0.671370, dir_y: -0.741122
dir_x: -0.667338, dir_y: -0.744755
dir_x: -0.663201, dir_y: -0.748441
dir_x: -0.659274, dir_y: -0.751903
dir_x: -0.655211, dir_y: -0.755446
dir_x: -0.651056, dir_y: -0.759030
dir_x: -0.646930, dir_y: -0.762550
dir_x: -0.642712, dir_y: -0.766107
dir_x: -0.638449, dir_y: -0.769664
dir_x: -0.633457, dir_y: -0.773778
dir_x: -0.629025, dir_y: -0.777385
dir_x: -0.624384, dir_y: -0.781117
dir_x: -0.619493, dir_y: -0.785002
dir_x: -0.614377, dir_y: -0.789013
dir_x: -0.608892, dir_y: -0.793253
dir_x: -0.604387, dir_y: -0.796691
dir_x: -0.599872, dir_y: -0.800096
dir_x: -0.595480, dir_y: -0.803370
dir_x: -0.590893, dir_y: -0.806750
dir_x: -0.586244, dir_y: -0.810134
dir_x: -0.581402, dir_y: -0.813617
dir_x: -0.576672, dir_y: -0.816976
dir_x: -0.571865, dir_y: -0.820348
dir_x: -0.566770, dir_y: -0.823876
dir_x: -0.561342, dir_y: -0.827584
dir_x: -0.555881, dir_y: -0.831262
dir_x: -0.550465, dir_y: -0.834858
dir_x: -0.545989, dir_y: -0.837793
dir_x: -0.541502, dir_y: -0.840699
dir_x: -0.537025, dir_y: -0.843566
dir_x: -0.532437, dir_y: -0.846470
dir_x: -0.527731, dir_y: -0.849412
dir_x: -0.523057, dir_y: -0.852298
dir_x: -0.518283, dir_y: -0.855209
dir_x: -0.513438, dir_y: -0.858127
dir_x: -0.508678, dir_y: -0.860957
dir_x: -0.504242, dir_y: -0.863563
dir_x: -0.499694, dir_y: -0.866202
dir_x: -0.495220, dir_y: -0.868768
dir_x: -0.490629, dir_y: -0.871369
dir_x: -0.485947, dir_y: -0.873988
dir_x: -0.481142, dir_y: -0.876643
dir_x: -0.476436, dir_y: -0.879209
dir_x: -0.471837, dir_y: -0.881686
dir_x: -0.467066, dir_y: -0.884222
dir_x: -0.462508, dir_y: -0.886615
dir_x: -0.457799, dir_y: -0.889056
dir_x: -0.453232, dir_y: -0.891393
dir_x: -0.448591, dir_y: -0.893737
dir_x: -0.443794, dir_y: -0.896129
dir_x: -0.438905, dir_y: -0.898533
dir_x: -0.434276, dir_y: -0.900780
dir_x: -0.429568, dir_y: -0.903034
dir_x: -0.424770, dir_y: -0.905301
dir_x: -0.419970, dir_y: -0.907538
dir_x
